,link,title,reviews,source,i
14,https://www.amazon.de/Apple-MQ6G2ZD-A-iPhone-8-64GB/dp/B075LXNGFH/ref=sr_1_15?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-15,"
Apple iPhone 8 (64 GB) - Space Grau
",483,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
15,https://www.amazon.de/Apple-iPhone-11-256-GB-Schwarz/dp/B07XRRMNKL/ref=sr_1_16?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-16,"
Apple iPhone 11 (256 GB) - Schwarz
",342,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
16,https://www.amazon.de/Apple-iPhone-Pro-Max-256-GB/dp/B07XRQ222Z/ref=sr_1_17?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-17,"
Apple iPhone 11 Pro Max (256 GB) - Gold
",128,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
17,https://www.amazon.de/Apple-iPhone-Pro-64-GB-Nachtgr%C3%BCn/dp/B07XRRNS63/ref=sr_1_18?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-18,"
Apple iPhone 11 Pro (64 GB) - Nachtgrün
",139,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
18,https://www.amazon.de/Apple-iPhone-11-Pro-64-GB/dp/B07XRR92LP/ref=sr_1_19?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-19,"
Apple iPhone 11 Pro (64 GB) - Gold
",139,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
19,https://www.amazon.de/Apple-iPhone-11-64-GB-Gr%C3%BCn/dp/B07XRR786P/ref=sr_1_20?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-20,"
Apple iPhone 11 (64 GB) - Grün
",342,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
20,https://www.amazon.de/Apple-iPhone-XR-64-GB-Schwarz/dp/B07HB4TJH1/ref=sr_1_21?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-21,"
Apple iPhone XR (64GB) - Schwarz
",566,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
21,https://www.amazon.de/Apple-iPhone-7-32GB-Schwarz/dp/B01LSUYWO0/ref=sr_1_22?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-22,"
Apple iPhone 7 (32 GB) - Schwarz
",508,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
22,https://www.amazon.de/Apple-iPhone-11-Pro-64-GB/dp/B07XRFD31B/ref=sr_1_23?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-23,"
Apple iPhone 11 Pro (64 GB) - Silber
",139,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
23,https://www.amazon.de/Apple-iPhone-11-Pro-512-GB/dp/B07XRRB8JY/ref=sr_1_24?fst=as%3Aoff&qid=1576866542&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-24,"
Apple iPhone 11 Pro (512 GB) - Space Grau
",139,https://www.amazon.de/s?bbn=3468301&rh=n%3A562066%2Cn%3A%21569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&fst=as%3Aoff&qid=1576771433&rnid=669059031&ref=sr_in_-2_p_89_4,68
24,https://www.amazon.de/Apple-iPhone-Pro-Max-64-GB/dp/B07XL978J4/ref=sr_1_25?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-25,"
Apple iPhone 11 Pro Max (64 GB) - Space Grau
",128,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
25,https://www.amazon.de/Apple-iPhone-11-64-GB-Violett/dp/B07XRQM32Q/ref=sr_1_26?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-26,"
Apple iPhone 11 (64 GB) - Violett
",342,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
26,https://www.amazon.de/Apple-iPhone-11-128-GB-Gr%C3%BCn/dp/B07XRQWMRY/ref=sr_1_27?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-27,"
Apple iPhone 11 (128 GB) - Grün
",342,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
27,https://www.amazon.de/Apple-iPhone-XR-64-GB-Wei%C3%9F/dp/B07HBCFFRG/ref=sr_1_28?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-28,"
Apple iPhone XR (64GB) - Weiß
",566,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
28,https://www.amazon.de/Apple-iPhone-128-GB-Space-Grau/dp/B07XRS5ZYP/ref=sr_1_29?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-29,"
Apple iPhone 8 (128 GB) - Space Grau
",483,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
29,https://www.amazon.de/Apple-iPhone-Display-Sim-Free-General%C3%BCberholt-Gold/dp/B0798FPYHQ/ref=sr_1_30?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-30,"
Apple iPhone 8 64GB Gold (Generalüberholt)
",181,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
30,https://www.amazon.de/Apple-iPhone-Display-SIM-Free-General%C3%BCberholt-Space-Grau/dp/B0798H46CM/ref=sr_1_31?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-31,"
Apple iPhone 8 64GB Space Grau (Generalüberholt)
",181,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
31,https://www.amazon.de/Apple-iPhone-Display-SIM-Free-General%C3%BCberholt-Space-Grau/dp/B07985C44N/ref=sr_1_32?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-32,"
Apple iPhone X 64GB Space Grau (Generalüberholt)
",70,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
32,https://www.amazon.de/Apple-iPhone-XR-128-GB-Schwarz/dp/B07HBC7YF4/ref=sr_1_33?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-33,"
Apple iPhone XR (128GB) - Schwarz
",566,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
33,https://www.amazon.de/Apple-iPhone-11-Pro-256-GB/dp/B07XRFBSG9/ref=sr_1_34?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-34,"
Apple iPhone 11 Pro (256 GB) - Gold
",139,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
34,https://www.amazon.de/Apple-iPhone-Pro-Max-64-GB/dp/B07XRS5ZYF/ref=sr_1_35?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-35,"
Apple iPhone 11 Pro Max (64 GB) - Gold
",128,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
35,https://www.amazon.de/Apple-iPhone-Pro-Max-64-GB/dp/B07XRPWCVK/ref=sr_1_36?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-36,"
Apple iPhone 11 Pro Max (64 GB) - Silber
",128,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
36,https://www.amazon.de/Apple-iPhone-11-64-GB-Gelb/dp/B07XRRT17P/ref=sr_1_37?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-37,"
Apple iPhone 11 (64 GB) - Gelb
",342,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
37,https://www.amazon.de/Apple-iPhone-SIM-Free-Ros%C3%A9gold-General%C3%BCberholt/dp/B01N25YGCE/ref=sr_1_38?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-38,"
Apple iPhone 7 128GB Roségold (Generalüberholt)
",740,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
38,https://www.amazon.de/Apple-iPhone-Display-SIM-Free-General%C3%BCberholt-Schwarz/dp/B01N4RM2LQ/ref=sr_1_39?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-39,"
Apple iPhone 7 128GB Schwarz (Generalüberholt)
",740,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
39,https://www.amazon.de/Apple-iPhone-SIM-Free-Diamantschwarz-General%C3%BCberholt-Schwarz/dp/B01MR9MNNL/ref=sr_1_40?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-40,"
Apple iPhone 7 128GB Diamantschwarz (Generalüberholt)
",740,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
40,https://www.amazon.de/Apple-iPhone-11-128-GB-Gelb/dp/B07XRRB8T3/ref=sr_1_41?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-41,"
Apple iPhone 11 (128 GB) - Gelb
",342,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
41,https://www.amazon.de/Apple-iPhone-Display-Sim-Free-General%C3%BCberholt-Silber/dp/B0798DGZKV/ref=sr_1_42?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-42,"
Apple iPhone 8 64GB Silber (Generalüberholt)
",181,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
42,https://www.amazon.de/Apple-iPhone-8-128-GB-Silber/dp/B07XRQHZN7/ref=sr_1_43?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-43,"
Apple iPhone 8 (128 GB) - Silber
",483,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
43,https://www.amazon.de/Apple-iPhone-Display-SIM-Free-General%C3%BCberholt-Schwarz/dp/B01N9VBVN1/ref=sr_1_44?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-44,"
Apple iPhone 7 32GB Schwarz (Generalüberholt)
",740,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
44,https://www.amazon.de/Apple-iPhone-Display-Sim-Free-General%C3%BCberholt-Space-Grau/dp/B07989K4FZ/ref=sr_1_45?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-45,"
Apple iPhone X 256GB Space Grau (Generalüberholt)
",70,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
45,https://www.amazon.de/Apple-iPhone-11-256-GB-Wei%C3%9F/dp/B07XRR9ZWF/ref=sr_1_46?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-46,"
Apple iPhone 11 (256 GB) - Weiß
",342,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
46,https://www.amazon.de/Apple-iPhone-Pro-Max-512-GB/dp/B07XRRCMRL/ref=sr_1_47?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-47,"
Apple iPhone 11 Pro Max (512 GB) - Nachtgrün
",128,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
47,https://www.amazon.de/Apple-iPhone-XR-128-GB-PRODUCT/dp/B07HBCX2QJ/ref=sr_1_48?fst=as%3Aoff&qid=1576866556&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-48,"
Apple iPhone XR (128GB) - (PRODUCT)RED
",566,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=2&fst=as%3Aoff&qid=1576866542&rnid=669059031&ref=sr_pg_1,68
48,https://www.amazon.de/Apple-iPhone-Pro-Max-512-GB/dp/B07XRR25YJ/ref=sr_1_49?fst=as%3Aoff&qid=1576866569&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-49,"
Apple iPhone 11 Pro Max (512 GB) - Space Grau
",128,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=3&fst=as%3Aoff&qid=1576866556&rnid=669059031&ref=sr_pg_2,68
49,https://www.amazon.de/Apple-Display-SIM-Free-Ros%C3%A9gold-General%C3%BCberholt/dp/B01L9KY0I2/ref=sr_1_50?fst=as%3Aoff&qid=1576866569&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-50,"
Apple iPhone 6s 64GB Roségold (Generalüberholt)
",1043,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=3&fst=as%3Aoff&qid=1576866556&rnid=669059031&ref=sr_pg_2,68
50,https://www.amazon.de/Apple-MQ6H2ZD-A-iPhone-8-64GB/dp/B075LZGVKJ/ref=sr_1_51?fst=as%3Aoff&qid=1576866569&refinements=p_89%3AApple&rnid=669059031&s=ce-de&sr=1-51,"
Apple iPhone 8 (64 GB) - Silber
",483,https://www.amazon.de/s?i=electronics&bbn=3468301&rh=n%3A562066%2Cn%3A569604%2Cn%3A1384526031%2Cn%3A3468301%2Cp_89%3AApple&dc&page=3&fst=as%3Aoff&qid=1576866556&rnid=669059031&ref=sr_pg_2,68
